Country Name,country_code,Region,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bolivia,BOL,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.516423036,1.550319934,1.557063153,1.3948037,1.274978599,1.125639469,1.065652964,1.148983181,1.070798558,0.9955109959999999,0.975259762,0.9382017570000001,0.9493502429999999,1.0195579879999999,1.046416775,1.088569382,1.1952594859999999,1.26380481,1.3485632509999999,1.4163173930000001,1.509663496,1.626366425,1.6786030319999998,1.777588045,1.90631555,1.909890716,1.9951373609999998,2.032547019,2.046129929,1.940398005
Brazil,BRA,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.328159172,1.354979891,1.347535542,1.372402004,1.39557303,1.489199885,1.594086243,1.682504665,1.711514957,1.746531545,1.794549984,1.802410371,1.7698807719999998,1.7095390240000001,1.785371856,1.782061764,1.7836250009999999,1.8543058559999999,1.9456819280000002,1.8051797880000002,2.03322568,2.117869375,2.279272333,2.421656961,2.523232137,2.373628508,2.168574696,2.196418173,2.0718546769999997,2.057810839
Barbados,BRB,Latin America & Caribbean,CO2 emissions (metric tons per capita),3.755753393,3.7417147739999996,4.488569364,3.7897593119999997,3.888362471,4.023237013999999,3.969338731,4.325404668,4.715334863,4.806714611,4.567034116,4.807445302,5.010551434,5.030419439,4.940370507,5.138969156,5.297774677,5.310350587,6.358369012000001,16.43502256,5.493901599999999,6.219366934,7.472734687999999,5.065179206,4.458878192,4.451033309,4.513677359,4.122573001,4.325983846000001,4.355082031999999
Brunei Darussalam,BRN,East Asia & Pacific,CO2 emissions (metric tons per capita),12.60078697,12.69683856,13.10754761,13.95180415,14.75201415,15.48237702,15.85582037,16.76486239,14.16328513,13.58004255,14.16711189,13.85143381,13.32268255,15.62433655,14.18897462,13.66703853,20.30994264,19.04167531,20.847719,20.50002315,18.44923521,18.61885184,18.29587739,17.82826519,17.27764771,15.42488346,16.60349981,17.17391347,17.577396399999998,16.13215855
Bhutan,BTN,South Asia,CO2 emissions (metric tons per capita),0.150715617,0.243155636,0.22449838600000002,0.244090201,0.263204896,0.299272954,0.369364195,0.34438195200000005,0.35437242399999996,0.346089021,0.35532153200000005,0.38101990700000005,0.389594569,0.414118231,0.45396979600000004,0.49326081299999996,0.486763075,0.481294913,0.44668716299999994,0.471747475,0.583513988,0.8510060970000001,0.912224067,0.94334976,0.973502632,1.057859388,1.262376046,1.301030267,1.3918418869999998,1.375977209
Botswana,BWA,Sub-Saharan Africa,CO2 emissions (metric tons per capita),2.183786203,2.058325247,2.420169251,2.322905275,2.147746853,2.1712895619999997,1.940555211,1.992957783,2.335281728,2.397128414,2.452333155,2.310897524,2.36413982,2.260164586,2.248612758,2.378997792,2.22777692,2.303437439,2.291667032,2.144873704,1.6959336269999998,1.925170469,1.67193666,2.627813846,3.346708888,3.277194971,3.0695510789999996,3.32414843,3.243026912,3.147107071
Central African Republic,CAF,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.05344278400000001,0.048636324,0.05068875900000001,0.052525353,0.051036406,0.049648396,0.051386918,0.050111542,0.066177814,0.067453265,0.065926441,0.0671679,0.065752635,0.059260253,0.058082525,0.05447729,0.05585133900000001,0.057170025,0.039781269,0.039191973,0.038752931000000004,0.042999665,0.045081487,0.02697875,0.029120747000000002,0.042286394000000005,0.046279124000000005,0.047867470999999995,0.049288795999999996,0.050577647999999996
Canada,CAN,North America,CO2 emissions (metric tons per capita),15.14888987,14.74101397,15.0282342,14.71338582,15.06034534,15.29060285,15.59259037,15.94398546,16.07651198,16.25852275,16.75762643,16.33156895,16.72030149,17.20830161,16.79426996,17.02748527,16.595349900000002,17.38057011,16.55692294,15.50214503,15.79214123,15.9959443,15.73447396,15.83846027,15.84990541,15.64858561,15.42060171,15.54457104,15.65057904,15.43061283
Switzerland,CHE,Europe & Central Asia,CO2 emissions (metric tons per capita),6.452219106,6.716198199,6.6469208029999995,6.26237251,6.089683784,6.1698524589999995,6.223265482,6.0305497070000005,6.223627817000001,6.23321054,6.084142395,6.244939386,5.980985175,6.109823415,6.127509688,6.165024807999999,6.077017721,5.766034471,5.878910791,5.639327378,5.777702857,5.2057541380000005,5.317086348999999,5.3811517989999995,4.859165525,4.719648777,4.7376563769999995,4.5788846880000005,4.40199099,4.3590414619999995
Chile,CHL,Latin America & Caribbean,CO2 emissions (metric tons per capita),2.2991247130000003,2.1711334840000003,2.209941852,2.317687556,2.515821652,2.7098510910000004,3.0780057839999997,3.468768605,3.4724874310000002,3.58970615,3.2863283660000002,3.121271618,3.131771583,3.167262617,3.432413196,3.4586290460000004,3.4944496660000004,3.9061835780000003,4.069245883,3.8759495310000003,4.0879046610000005,4.4372662830000005,4.506229076,4.723555077,4.311060938,4.576124117,4.7498300769999995,4.714019984,4.6243383510000005,4.821118299
China,CHN,East Asia & Pacific,CO2 emissions (metric tons per capita),1.914542564,2.000538765,2.07574444,2.244840637,2.32219225,2.563478593,2.5218758980000002,2.547901551,2.605836859,2.517419885,2.650412428,2.774761175,2.9756795210000004,3.427437253,3.954107458,4.46770003,4.910276132,5.306366015,5.435075622,5.798318753999999,6.335417691,6.901344429,7.046182675,7.324147115,7.294235506000001,7.146449357000001,7.115385005,7.230985031,7.4873318939999995,7.605936961
Cote d'Ivoire,CIV,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.227256089,0.22568426,0.216196337,0.223032003,0.224965523,0.237327972,0.276165392,0.328471818,0.320089148,0.426007728,0.394417144,0.385094025,0.39694656100000003,0.301711176,0.304387853,0.320357185,0.303920338,0.29523374,0.330008281,0.300610999,0.309259106,0.291031488,0.37313453399999996,0.393435075,0.406222759,0.422368807,0.40255679200000005,0.432123221,0.40647443899999997,0.421129515
Cameroon,CMR,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.24617816899999997,0.574233855,0.548021965,0.448535384,0.349180537,0.344118052,0.340710332,0.33880713700000004,0.34230358899999996,0.316954107,0.335826918,0.323939303,0.3136156,0.310103009,0.296651275,0.283081514,0.279306978,0.327277496,0.33190194100000003,0.355231325,0.34462017100000003,0.325737695,0.320219438,0.34198023299999997,0.36372689700000005,0.363115439,0.379494758,0.37327908299999996,0.380310156,0.36442492200000004
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.09187558900000001,0.048456844000000006,0.039642237000000004,0.048949095,0.054902777,0.050750141,0.053090425,0.05179433,0.050836157,0.045514319000000004,0.034602936,0.032418904,0.033084915,0.038891149,0.036556273,0.040338851,0.040298316,0.042255675,0.042210719,0.040032941,0.04104464,0.045239954000000006,0.041002162,0.055494204000000005,0.069678432,0.042363694,0.030714897999999997,0.035012815,0.037112771,0.036985586
"Congo, Rep.",COG,Sub-Saharan Africa,CO2 emissions (metric tons per capita),1.357807819,1.3169236659999999,1.2570558790000002,1.050830508,0.7825721929999999,0.975057728,1.1379075779999999,1.140452477,1.314518552,1.303303809,1.390922869,1.3176172259999999,0.833742146,0.948071795,1.002715302,1.189695728,1.276319812,1.070657483,1.086878789,1.1675592590000001,1.268210657,1.224162351,1.166246226,1.152991586,1.095638253,1.165546016,1.1041968309999999,1.0585631690000001,1.237519175,1.3493160169999998
Colombia,COL,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.4720911840000002,1.4941498290000002,1.52545272,1.592418764,1.587852986,1.6284365269999999,1.581869344,1.701578179,1.6796862769999998,1.420532198,1.4721183830000002,1.464131171,1.388856179,1.352573854,1.333540814,1.351537304,1.335388783,1.353071942,1.350808645,1.385696614,1.4054888980000002,1.51326854,1.512727212,1.6530634969999998,1.686264961,1.688318124,1.716241161,1.5332291359999999,1.582527692,1.6098708309999998
Comoros,COM,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.170068854,0.165143805,0.160383454,0.155808311,0.15142338,0.16828146800000002,0.163724738,0.159376837,0.174627752,0.189088461,0.18438005899999999,0.197879096,0.19315867,0.24004952,0.25115953,0.245248324,0.271380387,0.17143997,0.167369873,0.20794622,0.24648541100000002,0.212290796,0.221035685,0.256233552,0.223863893,0.24439341899999997,0.27652190600000004,0.344026836,0.360437441,0.37607636299999997
Cabo Verde,CPV,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.295899134,0.288826182,0.309194604,0.300499649,0.292235308,0.310649049,0.353952768,0.37105935,0.38786656399999997,0.451890329,0.513805006,0.550836468,0.632118389,0.689003728,0.722703201,0.9502541879999999,1.065709517,0.9682844909999999,0.9982405790000001,1.047944468,1.0961262520000001,1.142609706,1.04900428,0.996599817,0.964736936,0.9528528409999999,1.035508551,1.097676412,1.121810223,1.181955675
Costa Rica,CRI,Latin America & Caribbean,CO2 emissions (metric tons per capita),0.920038109,0.9556279459999999,1.2627319129999999,1.239510862,1.4022086669999998,1.35664009,1.2471227390000001,1.207329377,1.319700633,1.294580674,1.249252657,1.3435549269999998,1.346038764,1.392873768,1.405865264,1.463071784,1.5096350719999998,1.725458621,1.6849188290000001,1.5926599190000001,1.5532933930000001,1.6036826919999998,1.589162765,1.6406195909999999,1.63281817,1.55534308,1.64920306,1.668702085,1.674186481,1.6324715580000002
Cuba,CUB,Latin America & Caribbean,CO2 emissions (metric tons per capita),3.3613331189999998,2.568971064,2.0276841759999997,1.867588962,2.00397455,2.1289012019999998,2.303624049,2.49778657,2.455903799,2.526010465,2.547988693,2.460438619,2.358999348,2.282445178,2.25414834,2.337148577,2.37806834,2.460200201,2.380533907,2.40319712,2.504045857,2.455353561,2.548611094,2.558779773,2.3605037,2.579300156,2.396977609,2.3140849880000003,2.3557642569999997,2.286146065
Curacao,CUW,Latin America & Caribbean,CO2 emissions (metric tons per capita),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,CYM,Latin America & Caribbean,CO2 emissions (metric tons per capita),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,CYP,Europe & Central Asia,CO2 emissions (metric tons per capita),5.987352208,6.525172994,6.844780855,7.010687022999999,7.143676294,6.838977731,7.10993261,7.06919961,7.274047826,7.418613917999999,7.55866713,7.279172403,7.3390326770000005,7.880736102999999,7.699844825,7.687389951,7.651782674,7.812294746,7.849714277,7.540372167,7.100376945,6.783205135,6.255253007,5.621287658,5.909934628999999,5.900152116,6.169943308,6.238953732000001,6.054174614,5.998795283
Czech Republic,CZE,Europe & Central Asia,CO2 emissions (metric tons per capita),14.53545339,13.28020218,12.99916669,12.67975204,12.06841342,12.12132597,12.28667367,12.11067678,11.55194202,10.88599028,12.01065269,12.01181802,11.624102699999998,12.04336087,12.10540157,11.750803999999999,11.77860313,12.00330783,11.39282817,10.64445418,10.71659406,10.401017800000002,10.09153928,9.620257259,9.264302843,9.400668002,9.627750042,9.611647341,9.492068199,9.022786157999999
Germany,DEU,Europe & Central Asia,CO2 emissions (metric tons per capita),12.02660923,11.65485055,11.07379165,10.93025817,10.75537534,10.70862967,11.04000324,10.63756246,10.54575967,10.15331952,10.09931602,10.29363415,10.10298472,10.13870882,9.950402591,9.729424378,9.886441613999999,9.527586652,9.617453045,8.97178632,9.453399722,9.299036295,9.451317705,9.62420735,9.088506897,9.087290909,9.073006686,8.858293847,8.536196091,7.911621016000001
Djibouti,DJI,Middle East & North Africa,CO2 emissions (metric tons per capita),0.457322495,0.47788307700000004,0.48776522200000005,0.485041326,0.465965255,0.507626292,0.466092544,0.49935084399999996,0.573137487,0.5571643479999999,0.515624107,0.518404025,0.535513237,0.539730051,0.5184039970000001,0.548995985,0.54118412,0.583520389,0.575725689,0.567756274,0.618904659,0.562277492,0.575946626,0.633989062,0.445083888,0.503283386,0.452042086,0.444868114,0.417134646,0.43140770100000003
Dominica,DMA,Latin America & Caribbean,CO2 emissions (metric tons per capita),0.852006475,0.85255126,1.13401185,1.1296563020000001,1.1260627220000001,1.40637086,1.127824849,1.416591115,1.56733112,1.5752993069999999,1.866475233,2.152976131,1.71821302,1.997089963,2.273146979,2.266931091,2.403914163,2.542480715,2.541332041,7.05736224,2.539610976,2.5383575019999998,3.523409533,2.393725648,2.5319661719999997,2.528977972,2.5242964530000003,2.378953286,2.373439837,2.367424267
Denmark,DNK,Europe & Central Asia,CO2 emissions (metric tons per capita),10.13239021,12.18400644,11.02802546,11.4404039,12.13941892,11.46488125,13.93482212,12.0435399,11.25707668,10.6599291,9.850895645,10.12356724,10.01500952,10.98769807,9.941672844,9.262963492,10.69102319,9.779475634,9.125129139,8.678105357,8.673891232,7.73708669,6.835287325,7.116737849,6.3471530739999995,5.929462753999999,6.166190299,5.746767737000001,5.7183435529999995,5.107988509
Dominican Republic,DOM,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.101844805,1.131985212,1.29853669,1.2615174759999999,1.44982103,1.5142138509999998,1.600700939,1.793576202,2.023269548,2.132252896,2.20390761,2.207336335,2.393130244,2.116308325,1.925467548,2.054464358,2.209643748,2.2090499269999997,2.1759175330000002,2.052891491,2.133032567,2.130799267,2.183081632,2.1187820530000003,2.110144291,2.2943732569999997,2.364937465,2.240059982,2.3816363380000003,2.535627952
Algeria,DZA,Middle East & North Africa,CO2 emissions (metric tons per capita),2.443429976,2.516243273,2.472960779,2.613303742,2.6090090669999997,2.658062574,2.600933527,2.502439231,2.472447856,2.531070515,2.578744484,2.50067461,2.586712195,2.733373662,2.737354064,2.841351373,2.9669146810000004,3.0072898460000004,3.102451083,3.1745732939999995,3.173654529,3.294742583,3.6093076510000004,3.644979345,3.7956322510000002,3.9334959119999997,3.820090337,3.825637988,3.920109085,3.977650459
Ecuador,ECU,Latin America & Caribbean,CO2 emissions (metric tons per capita),1.5071942130000002,1.50298745,1.5723958580000001,1.546326858,1.677373454,1.8262440519999998,2.0507266019999997,2.0876115769999997,2.005992729,1.73684381,1.738804994,1.877711066,1.838936694,1.8444722340000002,1.9255111319999998,2.041105738,2.143053343,2.14317376,2.1801436,2.335118311,2.481494711,2.433762684,2.396908547,2.52745943,2.620388632,2.56106243,2.4140271269999998,2.29664472,2.349517438,2.261469817
"Egypt, Arab Rep.",EGY,Middle East & North Africa,CO2 emissions (metric tons per capita),1.563210403,1.556302956,1.54942798,1.547411237,1.438724008,1.503512728,1.55562046,1.634401164,1.676428486,1.726119823,1.6650791919999999,1.8060611869999998,1.8107284430000001,1.826542965,1.948172596,2.1479385619999998,2.22117664,2.34430544,2.38509982,2.436192983,2.42033575,2.434305307,2.487785551,2.4191034719999998,2.423232509,2.44779056,2.448249515,2.5116496319999997,2.518806451,2.484059911
Eritrea,ERI,Sub-Saharan Africa,CO2 emissions (metric tons per capita),0.0,0.0,0.19489784,0.281421994,0.329060654,0.362939026,0.396090631,0.378099046,0.27646356899999996,0.29051421899999996,0.279181805,0.29477147,0.274076516,0.265285439,0.250017559,0.21226518600000002,0.17819148,0.17019629,0.146925243,0.150644888,0.157706966,0.17735080600000003,0.190763128,0.195035548,0.196288983,0.194446714,0.19546533100000002,0.210964662,0.246177237,0.251635846
Spain,ESP,Europe & Central Asia,CO2 emissions (metric tons per capita),5.530352721,5.699785887000001,5.934211892,5.540472762,5.776362895,6.05602903,5.76863509,6.206095959,6.369906713,6.890852536000001,7.230107062,7.216328687000001,7.548593756,7.553396348,7.817921309,8.029202012999999,7.698212561,7.842252141,7.056387715,6.200856827000001,5.866642426,5.87043563,5.756946794,5.208274629,5.184067004,5.51794436,5.314294581,5.654254455,5.492571471000001,5.09135092
Estonia,EST,Europe & Central Asia,CO2 emissions (metric tons per capita),22.4831663,20.20093332,15.53723817,12.2747181,12.18449875,11.31812278,12.15037645,11.98255135,11.71585305,10.9980694,10.68014331,11.07977365,10.83843826,12.35846893,12.49128506,12.71797866,11.86507343,14.90288476,13.76122746,11.27750545,14.26988866,13.68801133,12.7693736,14.65860673,13.64730803,11.81383402,12.15239497,12.68422805,11.58870366,7.672277909
